Name,Speed,Modules,Price/GB,First Word Latency,CAS Latency,Rating,Rating Count,Price
 Corsair Dominator Titanium 48 GB  ,DDR5-7000,2 x 24GB,$5.104,10.286 ns,36,0, 0,244.99
 Corsair ValueSelect 16 GB  ,DDR4-2666,1 x 16GB,$3.124,13.503 ns,18,0, 0,49.98
 Silicon Power XPOWER Zenith Gaming 64 GB  ,DDR5-6000,2 x 32GB,$2.969,10 ns,30,0, 0,189.99
 Mushkin Enhanced Redline Stiletto 64 GB  ,DDR4-3200,2 x 32GB,$2.625,8.75 ns,14,0, 0,167.99
 Corsair Vengeance RGB Pro SL 32 GB  ,DDR4-3600,2 x 16GB,$2.937,10 ns,18,5, 2,93.99
 Patriot Viper Elite II 32 GB  ,DDR4-3200,1 x 32GB,$1.968,11.25 ns,18,0, 0,62.99
 GeIL EVO V RGB 32 GB  ,DDR5-8000,2 x 16GB,$9.406,9.5 ns,38,0, 0,300.99
 TEAMGROUP Elite 64 GB  ,DDR4-3200,2 x 32GB,$1.890,13.75 ns,22,5, 1,120.99
 Corsair Vengeance RGB Pro 16 GB  ,DDR4-3000,2 x 8GB,$3.749,10 ns,15,5, 17,59.99
 Corsair Dominator Platinum RGB 16 GB  ,DDR4-3200,2 x 8GB,$4.999,10 ns,16,5, 9,79.98
 Mushkin Redline ST 64 GB  ,DDR5-6400,2 x 32GB,$2.937,10 ns,32,0, 0,187.99
 G.Skill Trident Z Royal 16 GB  ,DDR4-3200,2 x 8GB,$4.999,10 ns,16,5, 3,79.98
 Kingston Server Premier 32 GB  ,DDR4-3200,1 x 32GB,$2.937,13.75 ns,22,0, 0,93.99
 G.Skill Trident Z5 Neo RGB 32 GB  ,DDR5-5600,2 x 16GB,$3.625,10.714 ns,30,0, 0,115.99
 G.Skill Trident Z5 RGB 32 GB  ,DDR5-5200,2 x 16GB,$3.562,13.846 ns,36,0, 0,113.99
 TEAMGROUP Elite Plus 16 GB  ,DDR5-6000,1 x 16GB,$3.749,13.333 ns,40,0, 0,59.99
 Kingston FURY Beast 32 GB  ,DDR4-2666,2 x 16GB,$2.748,12.003 ns,16,0, 0,87.92
 Kingston FURY Beast 32 GB  ,DDR4-3600,4 x 8GB,$3.494,10 ns,18,0, 0,111.8
 ADATA XPG SPECTRIX D50 32 GB  ,DDR4-3200,2 x 16GB,$4.346,10 ns,16,0, 0,139.07
 G.Skill Aegis 16 GB  ,DDR4-2400,2 x 8GB,$4.699,14.167 ns,17,0, 0,75.18
 Kingston FURY 32 GB  ,DDR5-5200,2 x 16GB,$4.182,15.385 ns,40,0, 0,133.81
 Kingston FURY Beast 16 GB  ,DDR4-3600,1 x 16GB,$2.991,10 ns,18,0, 0,47.85
 Corsair Vengeance RGB 32 GB  ,DDR5-6000,2 x 16GB,$4.000,12 ns,36,0, 0,127.99
 G.Skill Ripjaws V 32 GB  ,DDR4-2666,1 x 32GB,$1.875,13.503 ns,18,0, 0,59.99
 Kingston FURY Beast 32 GB  ,DDR5-6000,1 x 32GB,$3.875,13.333 ns,40,0, 0,124.0
 G.Skill Trident Z5 RGB 64 GB  ,DDR5-5600,2 x 32GB,$3.109,12.857 ns,36,0, 0,198.99
 G.Skill Trident Z RGB 16 GB  ,DDR4-4266,2 x 8GB,$9.999,8.908 ns,19,5, 4,159.99
 Corsair Vengeance RGB RS 128 GB  ,DDR4-3200,4 x 32GB,$4.466,10 ns,16,4, 1,571.66
 Mushkin Redline 32 GB  ,DDR4-2666,2 x 16GB,$1.718,12.003 ns,16,0, 0,54.99
 Patriot Viper Elite II 16 GB  ,DDR4-2666,2 x 8GB,$2.499,12.003 ns,16,0, 0,39.99
 Corsair Vengeance RGB 32 GB  ,DDR5-5600,2 x 16GB,$8.583,12.857 ns,36,0, 0,274.67
 Kingston FURY 16 GB  ,DDR5-5600,1 x 16GB,$4.571,14.286 ns,40,0, 0,73.13
 Corsair Vengeance RGB Pro 64 GB  ,DDR4-2666,4 x 16GB,$11.481,12.003 ns,16,5, 1,734.8
 Kingston ValueRAM 16 GB  ,DDR4-3200,1 x 16GB,$2.772,13.75 ns,22,0, 0,44.36
 Kingston ValueRAM 8 GB  ,DDR4-2400,1 x 8GB,$3.281,14.167 ns,17,4, 1,26.25
 Corsair Vengeance LPX 8 GB  ,DDR4-3000,2 x 4GB,$9.005,10.667 ns,16,5, 10,72.04
 TEAMGROUP T-Force Vulcan 32 GB  ,DDR5-5200,2 x 16GB,$2.968,15.385 ns,40,0, 0,94.99
 Corsair Dominator Platinum RGB 32 GB  ,DDR5-6000,2 x 16GB,$4.937,12 ns,36,0, 0,157.99
 G.Skill Trident Z Neo 128 GB  ,DDR4-3200,4 x 32GB,$2.344,10 ns,16,5, 1,299.99
 Kingston FURY Beast RGB 64 GB  ,DDR5-5200,2 x 32GB,$3.266,15.385 ns,40,0, 0,209.01
 Corsair Vengeance RGB Pro 16 GB  ,DDR4-3200,2 x 8GB,$3.846,10 ns,16,0, 0,61.53
 Thermaltake TOUGHRAM Z-ONE RGB 16 GB  ,DDR4-3600,2 x 8GB,$8.749,10 ns,18,0, 0,139.98
 G.Skill Aegis 8 GB  ,DDR4-2666,1 x 8GB,$2.624,14.254 ns,19,0, 0,20.99
 G.Skill Value 8 GB  ,DDR4-2666,1 x 8GB,$2.544,14.254 ns,19,0, 0,20.35
 Crucial MTA18ASF4G72AZ-3G2B1 32 GB  ,DDR4-3200,1 x 32GB,$3.906,13.75 ns,22,0, 0,124.99
 Crucial CT2K16G48C40S5 32 GB  ,DDR5-4800,2 x 16GB,$2.676,16.667 ns,40,0, 0,85.63
 Corsair Vengeance 64 GB  ,DDR5-5600,2 x 32GB,$3.203,14.286 ns,40,0, 0,204.99
 Corsair Dominator Platinum RGB 16 GB  ,DDR4-4000,2 x 8GB,$6.874,9.5 ns,19,0, 0,109.99
 PROXMEM UNDERWORLD TUF 32 GB  ,DDR5-6000,2 x 16GB,$3.156,10 ns,30,0, 0,100.99
 Patriot Viper Xtreme 5 RGB 32 GB  ,DDR5-8000,2 x 16GB,$6.737,9.5 ns,38,0, 0,215.6
 Kingston ValueRAM 64 GB  ,DDR4-2133,4 x 16GB,$1.859,14.065 ns,15,0, 0,118.99
 TEAMGROUP T-Force Xtreem ARGB 32 GB  ,DDR4-3600,2 x 16GB,$2.656,10 ns,18,0, 0,84.99
 Mushkin Enhanced Redline Stiletto 32 GB  ,DDR4-3200,2 x 16GB,$2.000,10 ns,16,0, 0,63.99
 Mushkin Redline 32 GB  ,DDR4-3200,2 x 16GB,$6.843,8.75 ns,14,0, 0,218.99
 TEAMGROUP T-Force Vulcan 32 GB  ,DDR5-5600,2 x 16GB,$3.031,12.857 ns,36,0, 0,96.99
 Corsair Vengeance 16 GB  ,DDR5-4800,2 x 8GB,$4.687,16.667 ns,40,0, 0,74.99
 TEAMGROUP Elite Plus 32 GB  ,DDR5-4800,1 x 32GB,$2.406,16.667 ns,40,0, 0,76.98
 Corsair Vengeance LPX 16 GB  ,DDR4-2666,2 x 8GB,$3.370,12.003 ns,16,5, 4,53.92
 Kingston Server Premier 8 GB  ,DDR4-3200,1 x 8GB,$3.915,13.75 ns,22,0, 0,31.32
 Corsair Vengeance RGB RT 32 GB  ,DDR4-3600,4 x 8GB,$4.062,10 ns,18,0, 0,129.99
 Patriot Signature Premium 16 GB  ,DDR4-2666,1 x 16GB,$2.312,14.254 ns,19,5, 1,36.99
 Kingston HyperX Fury RGB 32 GB  ,DDR4-3200,4 x 8GB,$9.653,10 ns,16,5, 2,308.89
 ADATA AD5U480016G-DT 32 GB  ,DDR5-4800,2 x 16GB,$4.250,16.667 ns,40,5, 1,136.0
 Corsair Vengeance RGB Pro SL 16 GB  ,DDR4-3600,2 x 8GB,$4.686,8.889 ns,16,0, 0,74.98
 TEAMGROUP T-Force Vulcan Z 16 GB  ,DDR4-3600,2 x 8GB,$2.499,10 ns,18,4, 2,39.99
 G.Skill Trident Z5 RGB 32 GB  ,DDR5-6000,2 x 16GB,$3.750,10.667 ns,32,0, 0,119.99
 G.Skill Trident Z5 Neo 32 GB  ,DDR5-5600,2 x 16GB,$3.437,10.714 ns,30,0, 0,109.99
 Corsair Vengeance LPX 64 GB  ,DDR4-2133,4 x 16GB,$2.265,12.189 ns,13,0, 0,144.99
 Patriot Viper Elite 5 RGB 32 GB  ,DDR5-5600,1 x 32GB,$3.125,13.571 ns,38,0, 0,99.99
 Kingston FURY Renegade 16 GB  ,DDR4-3200,2 x 8GB,$3.816,10 ns,16,0, 0,61.06
 Corsair Dominator Platinum RGB 64 GB  ,DDR4-3200,4 x 16GB,$3.672,10 ns,16,5, 1,234.99
 TEAMGROUP T-Force Vulcan 32 GB  ,DDR5-6400,2 x 16GB,$2.968,12.5 ns,40,0, 0,94.99
 TEAMGROUP T-Force Delta RGB 64 GB  ,DDR5-5600,2 x 32GB,$2.969,12.857 ns,36,0, 0,189.99
 G.Skill Ripjaws 32 GB  ,DDR5-5600,2 x 16GB,$3.750,14.286 ns,40,0, 0,119.99
 G.Skill Trident Z5 64 GB  ,DDR5-6000,2 x 32GB,$3.203,10.667 ns,32,0, 0,204.99
 G.Skill Trident Z5 RGB 32 GB  ,DDR5-6600,2 x 16GB,$3.906,10.303 ns,34,0, 0,124.99
 G.Skill Ripjaws V 64 GB  ,DDR4-2666,2 x 32GB,$1.953,13.503 ns,18,0, 0,124.99
 Corsair Vengeance RGB RS 64 GB  ,DDR4-3200,2 x 32GB,$2.234,10 ns,16,5, 1,142.99
 Corsair Vengeance RGB Pro 32 GB  ,DDR4-3600,4 x 8GB,$4.375,10 ns,18,5, 1,139.99
 G.Skill Trident Z5 32 GB  ,DDR5-6000,2 x 16GB,$3.531,12 ns,36,0, 0,112.99
 Corsair Vengeance RGB Pro 32 GB  ,DDR4-4266,4 x 8GB,$24.468,8.908 ns,19,0, 0,782.99
 G.Skill Trident Z Royal Elite 64 GB  ,DDR4-4000,2 x 32GB,$3.437,9 ns,18,0, 0,219.99
 Patriot Viper Venom 64 GB  ,DDR5-6000,2 x 32GB,$3.203,12 ns,36,0, 0,204.99
 G.Skill Trident Z RGB 16 GB  ,DDR4-3600,2 x 8GB,$3.562,10 ns,18,5, 3,56.99
 G.Skill Trident Z Neo 128 GB  ,DDR4-3600,4 x 32GB,$2.422,10 ns,18,0, 0,309.99
 Corsair Vengeance RGB Pro SL 64 GB  ,DDR4-3200,4 x 16GB,$2.969,10 ns,16,0, 0,189.99
 Crucial Ballistix MAX RGB 16 GB  ,DDR4-4000,2 x 8GB,$18.688,9 ns,18,5, 1,299.0
 Crucial CT8G4DFD8213 8 GB  ,DDR4-2133,1 x 8GB,$4.375,14.065 ns,15,5, 16,35.0
 Corsair Vengeance RGB Pro 8 GB  ,DDR4-3200,1 x 8GB,$5.622,10 ns,16,0, 0,44.98
 Kingston FURY Beast RGB 16 GB  ,DDR5-5200,1 x 16GB,$4.443,15.385 ns,40,0, 0,71.09
 Patriot Viper Elite II 8 GB  ,DDR4-4000,1 x 8GB,$2.749,10 ns,20,0, 0,21.99
 Kingston Fury Beast RGB Special Edition 16 GB  ,DDR4-3600,2 x 8GB,$4.271,9.444 ns,17,0, 0,68.34
 Corsair Vengeance RGB 64 GB  ,DDR5-5600,2 x 32GB,$3.672,12.857 ns,36,0, 0,234.99
 Corsair Vengeance LPX 64 GB  ,DDR4-2400,2 x 32GB,$2.031,13.333 ns,16,0, 0,129.99
 TEAMGROUP T-Force Vulcan 64 GB  ,DDR5-5200,2 x 32GB,$2.734,15.385 ns,40,0, 0,174.99
 Corsair Vengeance RGB RS 16 GB  ,DDR4-3600,1 x 16GB,$3.124,10 ns,18,0, 0,49.99
 Patriot Viper Venom RGB 32 GB  ,DDR5-7400,2 x 16GB,$4.843,10.811 ns,40,0, 0,154.99
 Kingston ValueRAM 16 GB  ,DDR4-3200,1 x 16GB,$2.467,13.75 ns,22,0, 0,39.48
 Mushkin Redline Lumina 32 GB  ,DDR4-4133,2 x 16GB,$2.656,9.194 ns,19,0, 0,84.99
 G.Skill Ripjaws V 16 GB  ,DDR4-4000,2 x 8GB,$5.312,8 ns,16,0, 0,84.99
 G.Skill Zeta R5 128 GB  ,DDR5-6000,8 x 16GB,$7.812,10 ns,30,0, 0,999.99
 G.Skill Aegis 16 GB  ,DDR4-2800,2 x 8GB,$2.644,12.143 ns,17,5, 1,42.3
 G.Skill Trident Z Royal 32 GB  ,DDR4-3600,2 x 16GB,$7.156,8.889 ns,16,5, 4,229.0
 G.Skill Trident Z5 RGB 48 GB  ,DDR5-7600,2 x 24GB,$4.687,10 ns,38,0, 0,224.99
 G.Skill Trident Z Neo 64 GB  ,DDR4-3600,4 x 16GB,$8.577,7.778 ns,14,5, 2,548.94
 Corsair Vengeance RGB Pro 64 GB  ,DDR4-3000,2 x 32GB,$6.405,10.667 ns,16,5, 2,409.89
 Kingston Fury Renegade RGB 32 GB  ,DDR5-6800,2 x 16GB,$7.500,10.588 ns,36,0, 0,239.99
 Kingston FURY Renegade 8 GB  ,DDR4-3600,1 x 8GB,$6.996,8.889 ns,16,0, 0,55.97
 Corsair Dominator Platinum RGB 32 GB  ,DDR5-7000,2 x 16GB,$6.406,9.714 ns,34,0, 0,204.99
 Crucial Ballistix 16 GB  ,DDR4-2666,2 x 8GB,$6.562,12.003 ns,16,0, 0,104.99
 G.Skill Trident Z Neo 32 GB  ,DDR4-3600,2 x 16GB,$6.250,7.778 ns,14,0, 0,199.99
 G.Skill Trident Z 32 GB  ,DDR5-6000,2 x 16GB,$3.593,10 ns,30,0, 0,114.99
 Corsair Vengeance 48 GB  ,DDR5-6400,2 x 24GB,$3.916,11.25 ns,36,0, 0,187.99
 G.Skill Trident Z Neo 16 GB  ,DDR4-3600,2 x 8GB,$7.499,7.778 ns,14,5, 1,119.99
 G.Skill Aegis 32 GB  ,DDR4-2400,2 x 16GB,$1.968,14.167 ns,17,4, 1,62.99
 Patriot Signature Line 16 GB  ,DDR4-2400,1 x 16GB,$1.999,14.167 ns,17,0, 0,31.99
 Patriot Viper Venom RGB 64 GB  ,DDR5-5200,2 x 32GB,$3.125,15.385 ns,40,0, 0,199.99
 Crucial CT8G4DFD824A 8 GB  ,DDR4-2400,1 x 8GB,$4.374,14.167 ns,17,5, 8,34.99
 ADATA XPG GAMMIX D10 8 GB  ,DDR4-3200,1 x 8GB,$3.533,10 ns,16,0, 0,28.26
 Crucial CT16G4DFD8266 16 GB  ,DDR4-2666,1 x 16GB,$3.846,14.254 ns,19,4, 1,61.54
 Silicon Power SP032GBSVU480F22 32 GB  ,DDR5-4800,2 x 16GB,$2.343,16.667 ns,40,0, 0,74.98
 Corsair Vengeance RGB Pro SL 64 GB  ,DDR4-3200,2 x 32GB,$2.344,10 ns,16,0, 0,149.99
 Mushkin Enhanced Redline Stiletto 16 GB  ,DDR4-3600,2 x 8GB,$5.061,7.778 ns,14,0, 0,80.98
 Samsung M393A1G40EB1-CPB 8 GB  ,DDR4-2133,1 x 8GB,$1.874,14.065 ns,15,0, 0,14.99
 Patriot Viper Elite 5 RGB 48 GB  ,DDR5-6000,2 x 24GB,$3.500,14 ns,42,0, 0,167.99
 G.Skill Ripjaws S5 64 GB  ,DDR5-5600,2 x 32GB,$2.890,12.857 ns,36,4, 2,184.99
 Corsair Vengeance LPX 128 GB  ,DDR4-2666,8 x 16GB,$7.109,11.253 ns,15,0, 0,909.99
 Silicon Power SU016GBLFU266BD2J6 16 GB  ,DDR4-2666,2 x 8GB,$2.312,14.254 ns,19,0, 0,36.99
 Kingston Server Premier 16 GB  ,DDR4-2666,1 x 16GB,$3.379,14.254 ns,19,5, 1,54.07
 Corsair Vengeance RGB 64 GB  ,DDR5-5600,2 x 32GB,$3.359,14.286 ns,40,0, 0,214.99
 Mushkin Enhanced Redline 64 GB  ,DDR5-5600,2 x 32GB,$2.734,10 ns,28,0, 0,174.99
 Kingston Server Premier 32 GB  ,DDR5-5200,1 x 32GB,$4.848,16.154 ns,42,0, 0,155.13
 Corsair Dominator Platinum RGB 128 GB  ,DDR4-3200,4 x 32GB,$3.164,10 ns,16,0, 0,404.99
 Timetec PINNACLE Konduit RGB 8 GB  ,DDR4-3200,1 x 8GB,$3.374,10 ns,16,0, 0,26.99
 G.Skill Ripjaws V 8 GB  ,DDR4-2666,1 x 8GB,$2.999,14.254 ns,19,0, 0,23.99
 TEAMGROUP T-Force Xtreem ARGB 32 GB  ,DDR4-4000,2 x 16GB,$4.402,9 ns,18,5, 1,140.88
 Patriot Viper Venom RGB 32 GB  ,DDR5-5600,2 x 16GB,$3.593,12.857 ns,36,5, 1,114.99
 Mushkin Redline ST 32 GB  ,DDR5-6800,2 x 16GB,$3.406,10 ns,34,0, 0,108.98
 Corsair Vengeance RGB 16 GB  ,DDR4-3000,2 x 8GB,$23.665,10.667 ns,16,5, 22,378.64
 Corsair Vengeance LPX 16 GB  ,DDR4-3000,2 x 8GB,$8.124,10 ns,15,5, 18,129.99
 Corsair ValueSelect 4 GB  ,DDR4-2400,1 x 4GB,$4.980,13.333 ns,16,0, 0,19.92
 G.Skill Ripjaws V 16 GB  ,DDR4-4000,2 x 8GB,$5.624,8 ns,16,5, 3,89.99
 G.Skill Trident Z5 RGB 64 GB  ,DDR5-5600,2 x 32GB,$3.203,10.714 ns,30,0, 0,204.99
 Samsung M393A2G40DB0-CPB 16 GB  ,DDR4-2133,1 x 16GB,$3.218,14.065 ns,15,5, 2,51.49
 G.Skill Ripjaws S5 32 GB  ,DDR5-5600,2 x 16GB,$3.218,10.714 ns,30,0, 0,102.99
 Kingston Fury Beast RGB Special Edition 8 GB  ,DDR4-3200,1 x 8GB,$4.588,10 ns,16,0, 0,36.7
 G.Skill Ripjaws 32 GB  ,DDR4-2400,4 x 8GB,$2.709,12.5 ns,15,5, 4,86.7
 Timetec PINNACLE Konduit RGB 64 GB  ,DDR4-3600,2 x 32GB,$2.250,10 ns,18,0, 0,143.98
 Kingston Server Premier 16 GB  ,DDR5-5200,1 x 16GB,$5.402,16.154 ns,42,0, 0,86.44
 TEAMGROUP T-Force Xtreem ARGB 16 GB  ,DDR4-3600,2 x 8GB,$3.749,10 ns,18,0, 0,59.99
 Kingston Fury Renegade RGB 16 GB  ,DDR5-6400,1 x 16GB,$7.811,10 ns,32,0, 0,124.97
 Kingston FURY Beast RGB 16 GB  ,DDR5-5600,1 x 16GB,$4.568,12.857 ns,36,0, 0,73.09
 Corsair Vengeance RGB Pro SL 16 GB  ,DDR4-3600,2 x 8GB,$4.061,10 ns,18,5, 3,64.98
 PNY Performance 16 GB  ,DDR5-4800,1 x 16GB,$11.749,16.667 ns,40,0, 0,187.99
 G.Skill Trident Z5 64 GB  ,DDR5-6000,2 x 32GB,$3.203,10.667 ns,32,0, 0,204.99
 Corsair Vengeance RGB RT 16 GB  ,DDR4-3600,2 x 8GB,$4.061,10 ns,18,0, 0,64.98
 TEAMGROUP T-Force Delta RGB 64 GB  ,DDR5-5600,2 x 32GB,$2.969,12.857 ns,36,0, 0,189.99
 Crucial CT32G52C42U5 32 GB  ,DDR5-5200,1 x 32GB,$3.125,16.154 ns,42,0, 0,99.99
 PNY XLR8 Gaming EPIC-X RGB 8 GB  ,DDR4-3200,1 x 8GB,$4.124,10 ns,16,5, 1,32.99
 G.Skill Trident Z RGB 32 GB  ,DDR4-3200,4 x 8GB,$3.593,10 ns,16,3, 1,114.99
 Kingston ValueRAM 16 GB  ,DDR4-2666,2 x 8GB,$3.169,14.254 ns,19,4, 1,50.71
 Corsair Dominator Platinum RGB 32 GB  ,DDR5-5200,2 x 16GB,$4.375,15.385 ns,40,0, 0,139.99
 Patriot Viper Venom RGB 32 GB  ,DDR5-6200,2 x 16GB,$3.812,12.903 ns,40,0, 0,121.99
 Corsair Dominator Platinum RGB 32 GB  ,DDR5-6400,2 x 16GB,$5.625,11.875 ns,38,0, 0,179.99
 Klevv CRAS XR5 RGB 32 GB  ,DDR5-7000,2 x 16GB,$3.750,10.286 ns,36,0, 0,119.99
 Kingston FURY Beast RGB 32 GB  ,DDR4-3200,2 x 16GB,$2.968,10 ns,16,5, 1,94.99
 Corsair ValueSelect 32 GB  ,DDR4-2666,1 x 32GB,$2.499,13.503 ns,18,0, 0,79.98
 Mushkin Redline Lumina 32 GB  ,DDR4-3600,2 x 16GB,$2.281,10 ns,18,0, 0,72.98
 Mushkin Enhanced Redline Stiletto 64 GB  ,DDR4-3600,2 x 32GB,$2.656,8.889 ns,16,0, 0,169.99
 Corsair Vengeance RGB 32 GB  ,DDR5-6000,2 x 16GB,$4.000,12 ns,36,0, 0,127.99
 Corsair Vengeance LPX 128 GB  ,DDR4-2666,4 x 32GB,$2.226,12.003 ns,16,0, 0,284.99
 Corsair Dominator Platinum RGB 64 GB  ,DDR5-5600,4 x 16GB,$4.922,12.857 ns,36,0, 0,314.99
 Patriot Viper Elite II 16 GB  ,DDR4-2666,1 x 16GB,$2.062,12.003 ns,16,3, 1,32.99
 G.Skill Trident Z Royal 16 GB  ,DDR4-3600,2 x 8GB,$5.624,8.889 ns,16,5, 6,89.99
 Corsair Vengeance Performance 16 GB  ,DDR4-2666,2 x 8GB,$2.624,13.503 ns,18,0, 0,41.99
 Silicon Power XPOWER Zenith Gaming 64 GB  ,DDR5-6000,2 x 32GB,$2.969,10 ns,30,0, 0,189.99
 G.Skill Trident Z5 RGB 64 GB  ,DDR5-5600,2 x 32GB,$3.203,12.857 ns,36,0, 0,204.99
 Corsair Vengeance RGB 48 GB  ,DDR5-7000,2 x 24GB,$4.083,11.429 ns,40,0, 0,195.99
 G.Skill Trident Z RGB 64 GB  ,DDR4-2666,2 x 32GB,$2.031,13.503 ns,18,0, 0,129.99
 Timetec PINNACLE Konduit RGB 64 GB  ,DDR4-3200,2 x 32GB,$2.212,10 ns,16,0, 0,141.6
 Patriot Viper Elite II 16 GB  ,DDR4-3600,1 x 16GB,$2.187,11.111 ns,20,0, 0,34.99
 Corsair Vengeance LPX 8 GB  ,DDR4-2400,1 x 8GB,$3.284,13.333 ns,16,5, 7,26.27
 Corsair Vengeance 32 GB  ,DDR5-4800,2 x 16GB,$2.906,16.667 ns,40,0, 0,92.99
 Corsair Dominator Platinum RGB 32 GB  ,DDR5-6000,2 x 16GB,$5.468,10 ns,30,0, 0,174.99
 G.Skill Trident Z5 RGB 48 GB  ,DDR5-7200,2 x 24GB,$4.479,10 ns,36,0, 0,214.99
 PNY XLR8 Gaming EPIC-X RGB 32 GB  ,DDR4-3600,2 x 16GB,$2.499,10 ns,18,0, 0,79.98
 Corsair Vengeance RGB Pro SL 64 GB  ,DDR4-3600,4 x 16GB,$3.047,10 ns,18,0, 0,194.99
 G.Skill Trident Z Neo 16 GB  ,DDR4-3200,2 x 8GB,$3.937,10 ns,16,5, 10,62.99
 TEAMGROUP T-Create Classic 32 GB  ,DDR5-5600,1 x 32GB,$2.937,16.429 ns,46,0, 0,93.99
 Kingston Fury Renegade RGB 16 GB  ,DDR4-4600,2 x 8GB,$7.450,8.261 ns,19,0, 0,119.2
 Kingston FURY Beast RGB 16 GB  ,DDR5-4800,1 x 16GB,$4.306,15.833 ns,38,0, 0,68.89
 V-Color Prism Pro 32 GB  ,DDR4-3600,2 x 16GB,$2.500,10 ns,18,0, 0,79.99
 Gigabyte AORUS RGB 16 GB  ,DDR4-3333,2 x 8GB,$8.749,10.801 ns,18,0, 0,139.99
 Corsair Dominator Platinum RGB 32 GB  ,DDR5-5600,2 x 16GB,$5.000,12.857 ns,36,5, 1,159.99
 Patriot Signature Line 8 GB  ,DDR4-2400,1 x 8GB,$2.373,14.167 ns,17,2, 1,18.98
 Corsair Vengeance LPX 32 GB  ,DDR4-3600,2 x 16GB,$2.062,10 ns,18,0, 0,65.99
 Gigabyte DESIGNARE 64 GB  ,DDR4-3200,2 x 32GB,$3.688,10 ns,16,5, 2,236.0
 PNY XLR8 Gaming EPIC-X RGB 16 GB  ,DDR4-3600,2 x 8GB,$8.937,10 ns,18,5, 1,142.99
 Kingston ValueRAM 16 GB  ,DDR4-2133,2 x 8GB,$8.124,14.065 ns,15,0, 0,129.99
 GeIL Orion AMD Edition 32 GB  ,DDR4-3200,2 x 16GB,$1.812,10 ns,16,0, 0,57.99
 G.Skill Trident Z RGB 64 GB  ,DDR4-3200,2 x 32GB,$3.515,8.75 ns,14,0, 0,224.99
 Patriot Viper Steel 32 GB  ,DDR4-3600,1 x 32GB,$2.156,10 ns,18,0, 0,68.98
 G.Skill Trident Z5 32 GB  ,DDR5-5600,2 x 16GB,$3.375,12.857 ns,36,0, 0,107.99
 Patriot Viper Elite II 16 GB  ,DDR4-3600,2 x 8GB,$2.624,11.111 ns,20,0, 0,41.99
 G.Skill Ripjaws V 8 GB  ,DDR4-2133,2 x 4GB,$3.749,14.065 ns,15,5, 19,29.99
 Kingston FURY 64 GB  ,DDR5-5600,2 x 32GB,$3.712,14.286 ns,40,0, 0,237.58
 G.Skill Trident Z RGB 16 GB  ,DDR4-4400,2 x 8GB,$8.655,8.182 ns,18,0, 0,138.48
 Kingston FURY Renegade 16 GB  ,DDR5-7200,1 x 16GB,$7.551,10.556 ns,38,0, 0,120.81
 Mushkin Redline 32 GB  ,DDR4-3200,2 x 16GB,$2.212,10 ns,16,0, 0,70.79
 G.Skill Trident Z RGB 16 GB  ,DDR4-3200,2 x 8GB,$3.749,10 ns,16,4, 9,59.99
 Patriot Viper Xtreme 5 RGB 32 GB  ,DDR5-7800,2 x 16GB,$5.836,9.744 ns,38,0, 0,186.76
 OLOy MD4U323216DJDA 64 GB  ,DDR4-3200,2 x 32GB,$1.953,10 ns,16,5, 3,124.99
 Kingston FURY Renegade 16 GB  ,DDR5-6400,1 x 16GB,$6.523,10 ns,32,0, 0,104.37
 Kingston FURY 16 GB  ,DDR5-5600,1 x 16GB,$4.443,14.286 ns,40,0, 0,71.09
 TEAMGROUP T-Force Vulcan 32 GB  ,DDR5-6000,1 x 32GB,$3.332,12.667 ns,38,0, 0,106.63
 Kingston FURY Beast 32 GB  ,DDR5-5200,1 x 32GB,$3.425,15.385 ns,40,0, 0,109.6
 Corsair Vengeance RGB Pro 16 GB  ,DDR4-4000,2 x 8GB,$3.338,8 ns,16,0, 0,53.41
 Corsair Dominator Platinum RGB 32 GB  ,DDR4-3466,2 x 16GB,$3.906,9.233 ns,16,5, 1,124.99
 Kingston Fury Renegade RGB 32 GB  ,DDR5-6800,2 x 16GB,$5.937,10.588 ns,36,0, 0,189.99
 Thermaltake TOUGHRAM XG RGB 16 GB  ,DDR4-4400,2 x 8GB,$12.499,8.636 ns,19,0, 0,199.99
 Kingston FURY Beast 32 GB  ,DDR5-5600,1 x 32GB,$3.687,12.857 ns,36,0, 0,117.99
 G.Skill Ripjaws V 32 GB  ,DDR4-3600,4 x 8GB,$5.468,10 ns,18,5, 4,174.99
 Kingston FURY Beast 16 GB  ,DDR4-3733,2 x 8GB,$3.908,10.179 ns,19,0, 0,62.52
 Corsair Vengeance RGB 48 GB  ,DDR5-6000,2 x 24GB,$3.920,12 ns,36,0, 0,188.18
 Kingston FURY Beast RGB 16 GB  ,DDR4-3600,1 x 16GB,$3.749,10 ns,18,0, 0,59.99
 Kingston FURY Impact 32 GB  ,DDR4-3200,2 x 16GB,$2.437,12.5 ns,20,0, 0,77.98
 Kingston FURY Impact 32 GB  ,DDR5-5600,1 x 32GB,$3.500,14.286 ns,40,0, 0,112.0
 Mushkin Redline Lumina 32 GB  ,DDR4-4000,2 x 16GB,$2.499,9 ns,18,0, 0,79.98
 Corsair Vengeance RGB Pro 16 GB  ,DDR4-3600,2 x 8GB,$4.124,10 ns,18,5, 6,65.98
 G.Skill Trident Z5 RGB 32 GB  ,DDR5-5600,2 x 16GB,$3.562,12.857 ns,36,5, 1,113.99
